500 100000
329 157 2.9468
236 446 2.6508
341 300 5.2777
196 464 0.6348
471 209 7.4121
51 372 1.4184
478 87 9.5724
350 195 8.9589
47 101 7.5403
115 74 5.1191
130 141 9.6350
448 219 4.5081
472 313 1.5896
265 403 8.7805
228 459 9.9221
93 34 5.4473
436 367 2.0957
394 370 8.3433
342 170 1.6419
145 332 8.5904
448 126 7.8984
175 331 8.0363
76 65 1.6222
15 479 4.8542
414 50 9.5574
176 14 7.7946
347 109 0.2751
110 148 7.5350
421 334 2.9818
143 215 7.9350
298 93 7.1217
496 359 4.5197
318 131 4.7538
339 465 8.1801
77 164 9.6326
331 281 0.3646
395 377 8.8577
156 259 3.2649
244 6 5.5368
433 332 4.3850
152 84 4.9269
27 383 1.2035
315 238 4.2072
245 87 8.5666
426 107 8.7441
460 73 6.7956
63 368 9.7682
277 134 0.6497
192 442 9.1899
212 129 1.4884
484 321 8.5277
70 289 2.7671
481 281 0.1112
147 80 6.3950
361 398 9.2005
7 61 3.2998
252 70 8.8229
115 344 6.0377
248 433 8.3265
20 440 6.9365
266 318 2.7560
151 48 4.0529
156 401 9.1197
234 219 5.6644
181 478 5.3405
354 164 5.4487
356 394 0.3854
494 63 8.2339
9 311 8.7331
88 176 6.6093
73 158 7.8990
22 235 6.5495
407 451 8.7772
51 307 7.0470
322 494 4.7754
218 362 7.9326
117 141 7.1582
40 486 7.4888
146 314 7.3829
109 254 3.7335
426 177 3.1068
258 446 3.0404
40 83 5.8795
132 191 4.8479
227 488 4.3492
84 92 0.4875
119 320 5.8517
161 135 7.1738
183 50 9.8719
414 245 9.6496
493 126 5.4318
330 233 5.2832
294 356 7.7401
265 309 1.4075
71 218 9.2173
389 483 4.4028
498 92 6.4672
289 290 5.1416
16 493 4.6735
187 92 2.2941
370 447 7.9080
376 138 7.2804
4 409 1.8315
101 278 2.3738
174 377 2.2830
371 447 6.5000
25 13 0.6932
375 382 2.4308
42 374 9.5484
77 79 6.0630
148 213 1.2980
79 250 7.8250
294 89 7.7574
476 137 7.5729
231 319 2.8788
203 364 5.9225
155 364 6.0902
451 192 0.3650
429 266 3.0063
265 146 2.8997
34 212 2.5217
471 21 4.8255
164 312 4.3819
452 22 1.4572
343 97 7.7125
93 391 2.6559
29 107 4.8662
120 104 3.2281
222 263 8.0238
250 405 9.8628
212 374 0.2380
399 321 2.6118
124 379 5.1266
167 326 4.2110
325 161 0.4393
374 185 9.7720
111 62 7.9133
472 38 6.1495
19 258 5.0357
34 43 9.9997
217 61 2.8275
0 400 7.8811
102 134 1.2381
45 456 3.7276
115 218 3.1288
395 406 0.1281
297 334 3.5943
195 471 7.0149
386 61 5.3099
177 340 9.4555
481 96 7.1507
426 169 2.7403
30 137 1.6762
3 442 2.1309
118 179 2.3171
359 363 9.3953
205 319 2.7050
163 411 6.9907
155 82 9.9647
495 126 0.4501
488 10 4.9605
172 286 4.5318
274 484 1.1935
460 184 1.2115
394 66 8.8931
157 156 1.7020
227 308 5.3681
391 31 7.1659
316 282 6.0447
245 332 5.4149
178 229 5.6738
302 206 1.1641
473 123 7.7236
314 300 3.1431
280 66 2.9341
205 245 8.3290
114 184 3.1875
49 458 9.7782
207 284 1.3240
472 145 5.6700
431 228 5.3227
341 246 2.4025
48 442 5.6090
492 332 9.1480
44 459 9.4255
199 297 9.3089
76 44 6.7372
381 467 5.0653
157 113 8.7515
0 179 0.5701
183 47 8.2460
100 80 7.3897
442 384 4.9372
387 53 8.3168
155 152 2.2619
264 344 9.9861
167 42 1.0369
148 459 2.0390
54 265 6.6608
101 265 2.7348
150 384 1.9509
336 302 6.8933
143 132 9.7654
404 239 3.3820
131 293 7.4204
109 390 1.4669
265 426 0.3635
261 39 2.3871
333 330 3.4705
280 268 9.0527
44 307 6.5878
104 44 3.9949
359 272 2.2722
128 116 7.1301
176 180 9.6039
312 3 2.3748
281 97 3.0419
450 302 8.6168
326 192 2.4010
89 228 9.8079
144 108 9.4576
469 48 2.3728
31 363 0.3409
18 322 2.3714
246 215 9.6314
219 132 8.7876
31 50 1.8942
361 152 0.3614
199 301 5.3357
366 156 2.7374
328 94 6.0902
268 410 0.0348
234 20 3.7982
460 451 5.2027
201 55 7.2860
351 402 3.3288
332 404 4.5942
283 445 5.5807
363 189 4.8390
421 375 7.0671
259 90 1.1094
21 446 0.6256
53 428 0.0735
345 265 9.2320
348 481 0.4118
231 147 4.5307
123 465 1.5544
62 361 7.1803
363 129 0.0787
261 155 8.7471
159 169 8.9044
264 497 7.2374
250 430 5.7303
301 85 7.2667
207 432 4.7118
454 42 6.5031
413 87 5.1010
340 31 6.4267
204 306 7.8341
327 258 1.2196
367 24 4.2732
166 15 0.5990
2 423 7.4502
92 429 5.3158
191 314 2.0528
142 377 6.2535
479 395 9.0077
320 233 6.6831
149 233 7.7799
103 63 1.5884
472 337 6.7504
380 404 6.7758
376 4 4.2180
186 91 1.3883
255 479 5.1726
145 138 0.3445
497 415 1.1317
209 346 3.8404
106 140 6.8935
429 452 3.7037
281 298 3.1171
158 302 7.6245
211 254 8.2367
419 30 4.6689
471 161 1.0442
6 69 2.8212
234 357 2.8469
403 256 5.9726
476 255 3.3416
326 359 1.6305
164 382 7.4374
205 388 7.4170
106 376 2.2932
114 274 3.2544
82 355 6.0561
487 434 9.0228
95 9 0.5760
82 206 5.6101
360 480 2.2456
243 216 2.1316
383 28 7.5767
471 133 4.5588
386 249 9.7309
76 292 2.7211
377 190 6.0823
334 336 1.1691
80 157 5.3406
244 226 8.6531
199 267 6.4977
284 219 9.8819
109 68 0.4096
29 148 7.9944
337 476 0.1479
96 346 7.7249
317 378 3.0238
337 331 7.9867
183 250 1.6730
41 251 6.9226
417 42 7.0094
104 322 8.4807
473 48 5.9765
37 389 8.7851
167 149 6.0393
242 475 1.2391
308 118 8.2918
57 142 6.0301
278 14 9.9448
172 215 1.6690
212 59 3.1147
491 352 1.2496
311 243 2.7259
479 376 1.1247
42 56 7.0380
146 46 4.1171
115 61 7.9616
413 365 4.4383
303 76 5.8293
240 10 1.6845
447 103 0.4405
257 325 4.2164
224 391 2.5392
90 481 1.8135
213 323 7.5644
240 72 6.0784
151 69 5.6645
343 127 8.1892
325 132 5.9702
380 84 0.0279
404 203 9.2013
369 489 8.8804
464 134 0.7345
27 227 9.2710
110 255 7.1231
200 278 3.6896
284 442 3.1433
168 405 6.7778
235 58 1.3572
270 2 3.5286
484 187 9.3844
487 239 2.6275
351 481 8.2748
28 321 6.9654
124 429 9.4246
326 119 3.5196
51 349 3.1684
282 287 5.8239
321 77 6.1193
4 259 1.3624
373 265 2.4387
355 288 8.2076
264 417 1.6748
184 434 0.5908
457 176 2.1522
17 492 4.7628
221 168 8.1337
5 216 8.2838
295 206 9.0209
38 33 9.6179
335 75 4.6108
286 256 4.8239
65 176 9.6069
257 105 8.4754
203 338 8.9235
226 37 7.6833
238 424 3.1374
420 204 3.8844
492 144 0.7468
374 345 6.0076
78 340 4.9188
242 423 2.5956
258 118 9.3663
453 70 6.1919
146 139 9.7781
199 71 0.2417
67 208 7.3758
209 64 7.5231
468 100 4.8653
191 179 6.0589
282 337 9.9260
278 365 5.4474
250 91 9.7440
407 155 4.3882
449 73 5.7664
51 89 9.0179
355 160 4.7873
126 171 5.5658
114 234 3.7569
485 342 3.4611
303 375 3.8770
253 220 0.7548
409 221 2.6543
405 164 0.6295
215 103 8.3939
470 61 7.4430
240 262 0.6262
0 183 6.3807
234 133 4.7542
232 34 5.3199
64 495 5.2367
313 148 6.3345
98 221 4.0570
97 64 2.4201
470 479 0.3112
55 320 1.2969
360 110 9.2179
98 225 9.9224
404 340 0.1779
135 362 9.8538
350 12 4.6492
124 485 6.4247
399 261 3.0687
495 480 8.3176
222 445 4.6827
75 358 0.3178
382 150 9.3917
58 479 7.4051
208 316 3.9177
341 481 4.3883
307 403 0.7619
373 291 8.5862
299 69 5.2250
38 440 9.9899
495 24 9.9847
378 301 3.4161
367 338 5.4737
291 110 8.1470
356 189 1.4533
402 319 5.1926
489 30 6.7877
497 261 9.3444
26 189 9.9132
367 447 6.7663
210 221 3.8487
316 35 3.0874
44 98 6.4271
469 233 7.3156
400 84 7.1668
497 219 8.1884
285 234 6.3156
175 229 6.6003
76 332 4.7520
214 183 2.5385
359 196 2.7864
299 221 2.0570
474 254 6.3800
278 438 3.8071
95 226 0.0822
160 167 0.0615
345 65 5.8387
307 121 2.1264
283 60 8.2829
453 458 4.7315
231 348 3.3528
128 194 6.5572
385 193 1.6880
260 150 4.0484
431 7 0.7917
249 5 0.7303
45 91 2.4798
203 238 7.1228
284 164 3.6660
270 400 2.6989
232 470 9.1970
132 491 8.7094
120 321 6.2810
77 498 3.9129
479 481 3.3184
121 146 7.8119
340 152 9.0894
9 56 0.2222
176 198 4.7975
455 304 2.6959
223 331 2.5067
336 232 7.0046
52 230 6.3302
489 444 3.8104
52 294 7.8148
61 477 8.6934
34 493 5.1173
184 240 1.0489
420 263 4.4504
8 341 6.2554
433 350 5.5115
121 444 7.2508
395 310 3.2730
391 66 7.7556
91 33 1.8916
462 351 8.2636
430 110 5.7468
429 254 4.8025
150 494 7.3681
206 287 6.6818
208 242 6.9711
278 347 1.3373
236 173 0.4506
126 252 0.5762
24 368 5.3989
424 346 7.6223
69 246 2.1319
290 295 8.5064
167 47 0.0391
460 192 9.9558
312 297 7.3797
485 185 5.0527
22 17 4.4729
246 197 6.1287
199 42 3.3983
360 154 8.4074
9 294 4.5484
152 262 8.9258
480 262 7.0372
298 115 2.5347
406 246 4.5927
82 338 2.8976
410 171 4.2479
494 397 0.8241
116 267 2.1033
195 129 7.7304
145 441 4.5636
315 394 8.2230
349 327 3.8938
120 379 0.2704
26 90 9.3752
228 290 2.1226
268 258 7.5095
61 303 1.5808
49 167 5.8202
32 183 0.9631
196 266 0.4577
5 331 8.2585
330 207 2.5826
223 371 6.8868
289 95 5.8222
156 443 7.2393
27 419 0.4376
98 244 8.8638
224 355 0.3536
475 0 3.4667
72 299 6.5583
118 115 0.3273
277 419 2.4824
191 80 7.8371
107 229 8.1726
23 78 9.1877
436 320 0.4542
369 350 9.4271
111 421 6.0493
297 104 0.0895
402 425 2.5175
233 156 5.0837
157 51 3.8245
56 444 7.1452
113 120 3.3913
242 477 7.1834
2 391 7.7371
291 369 6.1757
360 409 0.3893
418 223 1.0201
144 37 9.6879
406 482 2.5572
134 324 2.4399
274 493 0.0666
465 189 4.6134
313 443 8.0308
411 458 4.4657
449 312 9.1187
42 324 4.8735
295 348 3.8878
187 407 5.1852
307 185 0.2248
75 222 7.5184
395 5 6.8274
326 454 7.6568
34 68 2.0588
331 230 1.1805
415 135 4.7908
242 84 2.7785
493 358 1.2959
289 466 9.6634
496 39 2.9576
208 124 5.1797
487 338 4.7276
186 76 5.3406
136 229 0.6856
62 325 1.2573
263 173 8.3444
316 341 9.2235
378 224 4.1677
457 353 9.3691
231 341 1.2225
375 231 8.0325
186 378 7.4826
71 32 7.8668
56 225 3.0890
26 137 4.9646
416 476 7.6384
294 346 6.8533
235 144 9.8314
278 441 7.3235
212 416 4.5405
381 389 8.4520
91 180 6.0608
47 188 8.9675
367 346 0.6395
54 89 1.6443
489 474 3.1074
3 56 2.7057
300 435 0.7919
339 253 8.9707
489 387 4.0231
169 381 7.2018
404 311 1.5573
253 430 4.4746
196 52 6.7161
227 99 0.5979
237 30 5.4114
349 2 2.2232
311 22 7.0389
351 193 2.1300
53 64 2.6336
482 258 6.3213
456 279 9.8707
381 486 6.6596
27 332 0.0736
100 111 5.1041
259 92 5.5195
104 238 6.8627
381 90 2.3486
258 389 1.1409
59 84 8.1417
280 251 4.4545
197 218 0.0260
385 122 1.8398
193 387 7.5799
228 300 0.3863
394 443 9.9958
183 163 4.4335
60 199 1.7201
278 475 1.2393
89 201 0.6668
0 425 9.8793
433 168 6.7689
426 278 3.2284
249 406 4.2619
381 4 8.5699
413 109 3.2169
291 121 7.9602
268 485 8.6983
103 399 0.2423
471 438 1.9307
345 494 7.6195
28 397 2.3331
60 51 6.5623
387 385 5.2303
97 166 1.9668
349 291 3.8560
352 17 0.5369
382 18 7.7187
50 264 4.7703
391 466 8.0768
346 31 7.4364
167 300 9.7941
414 367 9.1027
493 125 0.1040
287 347 9.4673
273 153 1.7463
105 392 0.6737
202 89 9.6749
166 309 2.8990
355 307 8.7903
182 493 4.6401
167 205 0.6778
448 205 1.6927
335 104 0.9274
222 252 4.4750
233 397 2.8292
381 114 6.8986
344 163 9.6625
458 73 0.5535
86 36 4.8442
371 284 1.1709
93 37 4.1593
423 103 5.0476
66 138 2.2096
280 465 8.8640
116 440 2.3685
254 153 3.9453
354 136 9.9623
334 25 7.5908
90 419 9.5222
121 376 6.2335
490 352 7.9161
442 379 8.9492
331 401 6.7484
103 110 4.0885
237 138 8.7840
5 433 5.2683
383 236 1.1017
312 131 6.3772
311 15 2.5914
76 175 6.4269
26 141 3.2025
116 474 4.7157
240 478 9.3389
319 364 1.0529
341 234 1.5930
395 361 0.8325
479 453 6.8968
171 163 1.6196
140 30 5.0817
83 109 1.1012
290 479 4.8389
408 359 0.7824
470 305 4.7288
83 68 5.6810
309 20 6.4182
309 332 8.2234
55 238 9.1276
182 193 1.0666
19 378 9.8053
402 481 0.1109
104 476 2.1881
405 122 3.3529
444 122 9.6582
371 248 1.1971
146 284 6.1306
308 325 3.4456
260 181 9.0170
75 499 9.3530
336 212 0.3739
361 267 6.3826
18 47 3.8976
463 15 4.5321
304 12 2.6255
242 445 0.9725
227 278 5.4180
484 493 1.3565
151 105 0.1147
174 449 2.7297
399 286 3.9297
13 478 2.0698
476 361 0.2062
175 237 7.2045
219 182 4.8745
247 58 0.4299
383 232 2.4428
336 292 1.9042
464 247 0.2013
346 439 9.6167
497 186 1.8125
4 248 0.3431
128 201 6.1577
329 27 6.7205
175 94 2.8554
343 367 4.7191
9 60 5.3248
355 46 1.5357
92 499 9.3617
67 20 5.8544
56 325 5.2217
466 185 7.1651
167 367 3.6740
266 404 5.4020
204 1 3.5822
13 453 9.8259
315 89 2.1609
236 244 5.0762
170 282 2.1927
449 425 3.2357
210 193 7.6505
207 221 2.5685
291 492 7.6621
88 168 6.5129
49 233 9.2449
286 471 8.8488
95 354 4.6228
480 350 7.0183
313 123 2.5350
243 443 5.9569
208 450 4.0372
14 428 8.9953
176 169 1.6902
94 395 9.6837
93 317 5.7242
185 340 9.2658
106 31 9.3249
26 468 4.0053
458 468 9.8577
457 88 8.8084
301 498 6.3749
82 391 4.9497
59 87 2.8078
410 412 3.6967
276 74 3.4189
329 357 7.6245
224 471 9.3960
303 408 7.0230
483 403 8.9749
378 11 5.4537
249 378 1.3657
233 355 8.2618
157 331 8.0508
265 306 1.8551
415 90 7.8562
25 133 6.5334
97 423 1.6019
462 450 5.7459
391 161 2.2640
317 185 1.4941
137 405 8.0679
133 486 4.7308
470 447 3.6124
452 102 0.6259
239 182 9.7068
404 258 2.1253
135 430 3.4969
379 251 3.2230
270 356 3.6205
341 430 7.7572
138 59 7.0533
207 76 8.6440
20 392 9.9311
124 498 7.4377
368 350 6.0150
156 274 4.9617
445 324 6.1913
292 145 1.4017
228 102 9.1089
445 134 2.1467
46 262 4.7092
498 171 0.8726
408 287 0.3876
439 449 6.9029
331 433 8.6114
360 109 3.8606
11 77 0.7603
283 171 1.2071
362 444 9.9484
450 365 2.9590
264 236 3.5966
357 228 3.2818
356 400 9.1332
39 139 0.6160
160 438 0.0927
222 81 0.0759
171 16 5.0896
146 111 4.0851
55 419 2.5197
319 361 5.4931
408 303 4.0285
8 230 1.8689
435 276 2.1376
162 412 0.5613
230 472 3.3813
446 152 8.0994
489 362 5.4260
210 84 6.9136
14 225 6.2017
319 193 4.2669
311 186 5.2984
433 13 2.9720
283 330 2.5612
92 114 8.1233
481 300 1.5552
161 147 4.9658
36 91 4.6778
210 353 0.3861
4 98 3.0230
363 260 5.1578
328 412 4.2502
246 153 0.7693
34 190 8.5857
22 4 8.0152
157 82 4.0311
152 390 4.5801
147 142 7.6891
60 403 7.0741
347 57 1.7882
5 320 1.8896
42 323 9.1317
57 248 6.5234
426 69 6.0344
378 168 9.6886
494 495 9.8312
242 378 0.6599
444 66 6.6084
65 136 6.0770
370 378 3.6829
312 58 8.7656
355 17 8.8618
73 404 7.9524
106 142 6.9008
247 215 9.8423
312 50 7.8778
154 140 4.6502
453 98 5.2826
380 369 6.8094
470 57 7.3495
202 81 2.1212
367 221 6.1822
163 118 2.6396
146 381 8.5468
277 413 4.3483
412 441 0.8752
134 63 8.0189
182 443 7.8881
236 159 6.5605
309 33 9.3933
254 277 7.4143
405 4 2.1720
233 314 7.4173
450 360 5.7938
139 73 5.3615
196 353 5.2149
25 330 7.4805
184 476 0.9655
468 376 0.2223
123 9 0.5486
284 447 9.6711
7 353 0.3382
67 487 0.3905
403 371 3.0395
297 401 5.3213
410 284 4.4137
60 167 2.6941
317 67 8.1434
103 305 3.0864
228 101 2.3668
341 214 3.1824
193 340 8.7360
18 367 7.3019
46 498 0.4097
399 432 4.1503
108 440 3.9845
441 169 8.5140
183 383 5.5524
495 328 9.3911
418 411 6.0943
43 122 6.7996
178 415 2.2978
402 26 9.7514
455 174 7.6429
263 132 7.6130
44 35 1.6615
16 366 5.7107
494 230 1.7151
326 263 9.2455
36 397 3.8566
267 185 4.2812
191 36 8.6647
365 279 7.5022
125 40 6.3473
156 486 8.7549
252 444 0.7322
251 15 0.7859
264 368 2.4597
162 353 1.8370
356 110 3.0792
12 370 4.0322
31 284 8.1404
18 255 8.8482
304 441 5.5668
67 263 3.5359
358 407 0.3065
96 469 4.1149
207 489 3.5595
259 212 0.8989
198 27 3.9419
64 87 6.0553
160 229 6.5847
376 131 9.8583
461 286 1.7542
76 338 0.6525
285 249 4.2387
227 28 8.2922
381 222 2.8898
231 124 9.4105
138 12 2.8729
413 427 6.9090
289 307 1.1686
374 34 6.6055
263 167 5.0406
162 380 7.2716
315 44 6.6745
445 0 3.4054
382 55 1.7464
342 485 2.5141
348 172 8.7014
344 168 5.8308
15 259 9.5331
420 202 4.6167
165 391 2.2156
262 135 2.8157
428 385 8.7920
311 335 5.5438
68 362 1.7168
392 3 9.1043
294 39 5.3913
59 14 1.8695
16 290 4.0697
78 247 3.7507
58 11 8.4176
296 499 1.5323
471 294 5.8284
267 398 2.6950
227 62 5.0642
134 160 6.5566
19 380 6.3910
486 73 0.4765
129 449 3.0011
478 140 8.9757
137 378 0.3130
174 69 8.7825
49 231 5.1593
364 244 4.4227
29 43 8.2753
262 83 9.3854
166 238 5.3575
181 362 8.0070
26 459 5.8028
469 114 8.6193
449 450 6.3032
14 183 6.7781
398 362 2.7624
253 188 2.9269
267 389 0.1647
28 427 5.0882
200 192 1.0859
133 97 1.6327
446 27 2.8654
433 212 8.0094
330 451 3.6232
300 173 8.3455
9 134 6.2408
376 263 2.9194
147 353 2.8530
188 396 5.0690
216 430 4.3763
461 224 2.0480
87 389 9.4765
496 264 3.6433
73 121 4.7149
43 486 7.7522
409 468 0.0594
237 59 8.3519
367 431 3.6688
251 252 5.1051
196 21 8.5306
169 211 6.4740
230 196 9.8559
411 365 3.7012
452 60 4.4409
264 393 5.9853
220 8 5.0442
464 259 9.6200
312 83 1.7625
360 127 4.2415
201 94 1.8461
206 142 9.2615
232 260 4.7408
379 188 3.9917
427 157 6.9202
95 170 0.1005
214 179 1.3499
467 417 7.6691
181 443 0.6199
28 112 7.8734
163 42 7.4007
135 422 9.9377
51 220 5.6620
234 76 5.5482
49 239 3.1033
413 303 1.8014
124 113 3.4767
95 148 0.6264
222 389 8.3221
191 143 3.9834
227 427 4.1491
48 439 6.0009
78 139 1.7221
252 106 7.7140
367 174 3.4060
2 464 0.4109
133 117 1.1721
409 353 6.2600
469 57 7.5733
320 314 3.3135
381 207 5.4997
497 436 5.1131
198 469 0.7596
392 466 9.3182
230 182 6.9307
114 330 0.4687
328 386 5.3463
348 354 2.0949
187 76 6.0700
235 22 0.2586
282 7 4.2687
206 148 5.0927
59 24 2.4728
271 321 5.7693
88 105 5.4423
465 310 1.4700
134 79 0.5379
236 210 8.3418
116 99 2.0872
446 28 8.4785
212 284 0.8564
440 151 9.1638
159 71 5.1526
35 463 9.0270
250 458 4.2555
53 444 2.7693
449 167 8.4785
329 229 0.9114
348 259 3.4184
119 79 6.2961
291 425 1.3458
434 395 8.2568
133 323 8.2677
259 489 4.0842
213 13 0.6033
77 38 2.4001
337 314 4.1776
432 41 1.7944
255 21 6.1126
185 224 5.3961
120 134 9.5342
228 291 7.6392
373 494 3.7338
192 138 3.3118
209 120 7.8634
354 461 4.7087
454 167 4.9338
48 81 6.7170
329 85 2.5396
332 354 0.1970
176 151 5.6848
405 380 4.8531
427 385 8.7943
47 443 4.6911
370 371 4.6498
22 253 2.2956
253 76 1.9757
244 278 1.7552
129 27 5.3578
234 386 9.9495
484 124 9.0478
84 151 7.4885
460 2 3.9049
217 186 4.5520
389 357 0.9238
306 329 0.9737
65 93 9.4488
367 348 7.3826
103 475 4.5144
394 64 8.3740
290 158 0.8504
67 188 9.8749
465 42 3.0833
149 385 3.1321
273 352 7.6328
9 489 2.6388
420 35 7.7961
218 10 1.2870
178 211 8.6753
354 68 3.7516
61 402 9.9985
254 103 7.5214
120 113 5.5754
382 458 4.4675
233 60 9.2632
100 303 6.9984
52 260 0.9403
495 186 4.1220
183 324 3.7157
456 389 7.3502
230 485 1.0828
481 147 9.2163
471 427 7.8124
402 198 4.1860
187 330 1.3214
173 135 3.3439
486 55 2.4665
478 427 3.7181
409 367 0.7115
348 327 2.0594
399 397 1.5398
213 394 8.3385
150 126 9.4020
33 38 0.7806
498 115 6.3030
75 112 6.2679
421 15 4.6224
190 398 4.2982
290 433 9.6892
120 428 3.7304
281 248 8.4293
169 118 3.7673
240 371 5.0324
115 399 2.7900
94 110 6.4830
299 58 9.6040
448 249 6.3942
387 210 3.5244
83 301 1.6471
38 371 5.0386
345 443 0.5332
488 16 1.0389
159 100 9.9860
210 87 8.5873
481 44 2.0986
459 233 1.5856
348 205 0.7680
207 249 1.7477
469 276 0.4383
479 190 0.8581
114 4 8.5815
190 434 1.2902
282 251 3.9627
34 175 9.6329
200 220 7.1789
244 329 6.3993
7 135 5.2564
218 311 5.5039
62 343 7.3083
255 214 5.0026
203 254 6.5461
220 87 6.3260
81 489 9.4566
338 152 6.9820
245 191 1.9502
234 403 1.3904
352 392 4.4507
96 15 0.1218
304 184 6.4373
140 365 2.9418
395 60 4.0764
233 374 9.8182
436 158 4.9558
308 326 4.1304
25 154 9.5230
321 254 1.8105
68 421 6.0495
380 457 0.6071
230 7 3.9749
254 437 5.5074
495 247 4.7330
436 34 4.6926
460 111 6.0231
248 76 0.7816
238 164 3.6288
231 376 5.0967
371 143 4.0098
243 405 1.2165
193 103 5.6808
412 152 4.4692
353 345 4.6761
105 189 5.2380
160 320 4.0998
71 41 1.2378
490 158 9.5435
49 442 4.1920
16 96 7.7071
261 482 8.8537
462 143 6.1513
438 290 1.1394
147 407 9.3656
419 227 3.3170
21 122 8.2571
50 459 1.8036
158 127 3.6397
77 446 7.1634
401 453 7.0737
321 355 1.0394
134 176 2.1301
213 151 2.6885
334 222 6.0591
466 319 6.2743
41 299 1.3925
250 25 7.0635
52 65 5.3534
217 247 1.4549
211 434 7.6997
380 332 0.7743
8 371 3.6756
12 309 1.6284
277 255 8.4635
68 224 1.9982
311 339 9.4440
58 289 6.1620
209 139 8.1842
347 170 6.1843
162 193 9.1610
463 390 8.9589
58 52 9.8741
147 52 1.0372
48 364 4.7179
212 288 6.7042
398 78 6.7359
222 16 8.9275
428 492 9.7249
202 124 5.8085
14 227 3.6346
293 415 8.8245
204 158 8.9592
233 93 7.7263
192 176 3.6257
137 25 6.9510
3 252 2.4905
312 347 6.3032
372 288 0.6344
484 382 5.5565
75 274 4.8935
270 383 8.4158
177 486 3.0972
351 329 6.5354
109 342 9.1979
479 333 1.7386
119 296 1.0398
449 278 4.9752
360 27 6.5303
107 151 8.8806
497 60 9.7721
470 116 3.6345
67 349 8.1533
66 203 8.8040
356 487 2.5093
434 430 7.1387
69 83 8.3940
183 180 3.7409
370 492 1.1249
124 268 2.8568
296 94 5.4747
138 104 0.9999
57 91 4.8147
54 288 3.4853
257 499 0.1351
461 451 0.0128
313 320 5.6516
403 352 0.7751
171 460 3.0822
468 68 2.2099
314 448 8.2037
349 160 7.4284
323 378 8.4944
7 204 2.1279
445 145 2.1950
461 114 9.5166
63 200 2.4740
197 193 7.1133
230 90 5.6949
115 204 7.8062
395 110 9.0883
90 412 9.2325
351 162 9.8703
139 267 2.7900
414 13 3.4210
421 457 6.9663
440 86 0.5238
371 388 8.6623
376 272 5.6798
374 388 2.3422
265 130 7.2832
265 4 0.9812
15 316 4.4341
128 59 1.6442
221 352 3.7407
217 437 5.5024
366 186 0.9702
421 41 8.3325
424 420 6.7706
122 205 8.1640
207 144 9.1336
425 396 6.2526
325 358 8.5192
257 404 8.9402
240 435 8.1682
156 84 9.0166
435 441 2.7118
189 379 6.4556
140 221 8.2810
333 244 2.6213
338 219 2.6175
81 458 4.4206
115 121 0.6700
477 239 1.2091
259 253 2.8501
380 387 2.9684
0 131 0.1511
16 211 5.8522
194 54 0.3648
35 467 6.5184
321 284 0.1255
257 293 9.7586
317 96 8.1669
424 314 3.3893
259 321 7.9939
174 210 3.6232
376 127 5.7156
180 55 4.3228
77 366 9.7048
127 43 5.0860
453 279 9.3117
288 177 7.9046
394 41 8.1701
149 102 4.1137
210 431 5.6106
232 388 2.8217
187 101 0.9129
151 186 2.7161
284 272 5.6028
141 460 5.2601
124 192 3.4208
231 477 1.6002
156 315 6.8615
362 205 1.7993
432 103 8.9556
219 218 2.7190
243 127 5.8244
136 348 9.0606
408 235 0.3591
219 185 3.0734
44 339 2.4369
295 429 1.7535
386 334 9.4897
141 375 9.9387
209 258 6.1400
278 330 5.2412
31 311 4.6868
370 262 3.2433
60 345 3.6100
181 164 1.7419
208 165 4.7540
331 474 6.3706
259 117 8.2595
139 400 4.4223
197 192 3.2245
126 466 4.1681
302 114 0.3147
475 136 9.4373
267 477 5.1237
152 13 0.3597
498 291 1.8434
421 273 5.3891
323 471 4.8360
250 146 7.5054
356 444 8.1964
34 186 4.4131
88 137 6.6781
42 105 8.2635
48 293 1.5478
96 258 2.6805
472 325 3.3075
350 403 7.2373
10 254 4.6465
232 200 5.6910
116 49 3.0426
425 261 6.1024
162 474 5.9669
261 486 1.2465
86 493 3.6895
6 444 6.0651
208 368 5.2150
184 471 6.5252
455 267 3.1166
436 281 5.0158
142 479 8.0974
199 309 6.3762
405 356 5.0309
452 2 6.3805
122 467 7.3549
369 75 5.3065
137 403 1.3535
478 248 9.0126
177 212 5.4998
47 289 0.0581
310 75 4.7987
445 355 2.5545
312 427 8.4586
423 145 1.7220
127 363 4.8127
55 345 1.6352
112 181 9.4626
259 254 0.1125
382 76 1.2816
425 347 7.5251
249 186 7.9698
348 113 9.7068
456 215 7.3471
273 478 0.4763
384 55 7.5297
50 248 3.6870
240 139 9.9702
125 424 6.2752
351 289 4.4926
172 326 8.2292
239 233 7.5927
139 181 2.4036
61 226 8.6592
238 104 0.2581
382 320 9.0828
325 266 5.0769
134 171 1.1786
208 182 0.6414
29 221 3.4065
19 269 9.7681
61 473 5.6408
86 424 2.6613
216 136 1.8977
322 349 2.4189
185 34 0.7548
335 172 0.3413
28 132 3.9112
232 400 7.6384
307 60 4.1526
338 31 3.1769
